[10/25/2019 01:03:23 PM][ DEBUG   ] Starting communication instance.
[10/25/2019 01:07:06 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:06 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:06 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 211952
[10/25/2019 01:07:06 PM][ VERBOSE ] BackgroundThread: current time = 211952, sleep time = 600
[10/25/2019 01:07:07 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:07 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:07 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 17ms. last executed time: 212569
[10/25/2019 01:07:07 PM][ VERBOSE ] BackgroundThread: current time = 212569, sleep time = 600
[10/25/2019 01:07:07 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:07 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:07 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 213182
[10/25/2019 01:07:07 PM][ VERBOSE ] BackgroundThread: current time = 213182, sleep time = 600
[10/25/2019 01:07:08 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:08 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:08 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 17ms. last executed time: 213799
[10/25/2019 01:07:08 PM][ VERBOSE ] BackgroundThread: current time = 213799, sleep time = 600
[10/25/2019 01:07:08 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:08 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:08 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 214415
[10/25/2019 01:07:09 PM][ VERBOSE ] BackgroundThread: current time = 214415, sleep time = 600
[10/25/2019 01:07:09 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:09 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:09 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 38ms. last executed time: 215053
[10/25/2019 01:07:09 PM][ VERBOSE ] BackgroundThread: current time = 215053, sleep time = 600
[10/25/2019 01:07:09 PM][ VERBOSE ] TTLProc: scanning for timed-out clients.
[10/25/2019 01:07:10 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:10 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:10 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 44ms. last executed time: 215697
[10/25/2019 01:07:10 PM][ VERBOSE ] BackgroundThread: current time = 215697, sleep time = 600
[10/25/2019 01:07:10 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:10 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:10 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 18ms. last executed time: 216315
[10/25/2019 01:07:10 PM][ VERBOSE ] BackgroundThread: current time = 216315, sleep time = 600
[10/25/2019 01:07:11 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:11 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:11 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 216930
[10/25/2019 01:07:11 PM][ VERBOSE ] BackgroundThread: current time = 216930, sleep time = 600
[10/25/2019 01:07:12 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:12 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:12 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 217544
[10/25/2019 01:07:12 PM][ VERBOSE ] BackgroundThread: current time = 217544, sleep time = 600
[10/25/2019 01:07:12 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:12 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:12 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 218159
[10/25/2019 01:07:12 PM][ VERBOSE ] BackgroundThread: current time = 218159, sleep time = 600
[10/25/2019 01:07:13 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:13 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:13 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 218774
[10/25/2019 01:07:13 PM][ VERBOSE ] BackgroundThread: current time = 218774, sleep time = 600
[10/25/2019 01:07:14 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:14 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:14 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 219390
[10/25/2019 01:07:14 PM][ VERBOSE ] BackgroundThread: current time = 219390, sleep time = 600
[10/25/2019 01:07:14 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:14 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:14 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 220005
[10/25/2019 01:07:14 PM][ VERBOSE ] BackgroundThread: current time = 220005, sleep time = 2
[10/25/2019 01:07:14 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC13C5CB0 execution time: 0ms. last executed time: 220007
[10/25/2019 01:07:14 PM][ VERBOSE ] BackgroundThread: current time = 220007, sleep time = 598
[10/25/2019 01:07:15 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:15 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:15 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 220621
[10/25/2019 01:07:15 PM][ VERBOSE ] BackgroundThread: current time = 220621, sleep time = 600
[10/25/2019 01:07:16 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:16 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:16 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 17ms. last executed time: 221238
[10/25/2019 01:07:16 PM][ VERBOSE ] BackgroundThread: current time = 221238, sleep time = 600
[10/25/2019 01:07:16 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:16 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:16 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 43ms. last executed time: 221881
[10/25/2019 01:07:16 PM][ VERBOSE ] BackgroundThread: current time = 221881, sleep time = 600
[10/25/2019 01:07:17 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:17 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:17 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 17ms. last executed time: 222498
[10/25/2019 01:07:17 PM][ VERBOSE ] BackgroundThread: current time = 222498, sleep time = 600
[10/25/2019 01:07:18 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:18 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:18 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 223113
[10/25/2019 01:07:18 PM][ VERBOSE ] BackgroundThread: current time = 223113, sleep time = 600
[10/25/2019 01:07:18 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:18 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:18 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 223727
[10/25/2019 01:07:18 PM][ VERBOSE ] BackgroundThread: current time = 223727, sleep time = 600
[10/25/2019 01:07:19 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:19 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:19 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 224340
[10/25/2019 01:07:19 PM][ VERBOSE ] BackgroundThread: current time = 224340, sleep time = 600
[10/25/2019 01:07:19 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:19 PM][ VERBOSE ] TTLProc: scanning for timed-out clients.
[10/25/2019 01:07:19 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:20 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 85ms. last executed time: 225025
[10/25/2019 01:07:20 PM][ VERBOSE ] BackgroundThread: current time = 225025, sleep time = 600
[10/25/2019 01:07:20 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:20 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:20 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 225639
[10/25/2019 01:07:20 PM][ VERBOSE ] BackgroundThread: current time = 225639, sleep time = 600
[10/25/2019 01:07:21 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:21 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:21 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 226254
[10/25/2019 01:07:21 PM][ VERBOSE ] BackgroundThread: current time = 226254, sleep time = 600
[10/25/2019 01:07:21 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:21 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:21 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 226868
[10/25/2019 01:07:21 PM][ VERBOSE ] BackgroundThread: current time = 226868, sleep time = 600
[10/25/2019 01:07:22 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:22 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:22 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 227482
[10/25/2019 01:07:22 PM][ VERBOSE ] BackgroundThread: current time = 227482, sleep time = 600
[10/25/2019 01:07:23 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:23 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:23 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 69ms. last executed time: 228151
[10/25/2019 01:07:23 PM][ VERBOSE ] BackgroundThread: current time = 228151, sleep time = 600
[10/25/2019 01:07:23 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:23 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:23 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 228767
[10/25/2019 01:07:23 PM][ VERBOSE ] BackgroundThread: current time = 228767, sleep time = 600
[10/25/2019 01:07:24 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:24 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:24 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 17ms. last executed time: 229384
[10/25/2019 01:07:24 PM][ VERBOSE ] BackgroundThread: current time = 229384, sleep time = 600
[10/25/2019 01:07:25 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:25 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:25 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 229998
[10/25/2019 01:07:25 PM][ VERBOSE ] BackgroundThread: current time = 229998, sleep time = 9
[10/25/2019 01:07:25 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC13C5CB0 execution time: 0ms. last executed time: 230007
[10/25/2019 01:07:25 PM][ VERBOSE ] BackgroundThread: current time = 230007, sleep time = 591
[10/25/2019 01:07:25 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:25 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:25 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 230613
[10/25/2019 01:07:25 PM][ VERBOSE ] BackgroundThread: current time = 230613, sleep time = 600
[10/25/2019 01:07:26 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:26 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:26 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 59ms. last executed time: 231272
[10/25/2019 01:07:26 PM][ VERBOSE ] BackgroundThread: current time = 231272, sleep time = 600
[10/25/2019 01:07:27 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:27 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:27 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 18ms. last executed time: 231890
[10/25/2019 01:07:27 PM][ VERBOSE ] BackgroundThread: current time = 231890, sleep time = 600
[10/25/2019 01:07:27 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:27 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:27 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 232503
[10/25/2019 01:07:27 PM][ VERBOSE ] BackgroundThread: current time = 232503, sleep time = 600
[10/25/2019 01:07:28 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:28 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:28 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 233117
[10/25/2019 01:07:28 PM][ VERBOSE ] BackgroundThread: current time = 233117, sleep time = 600
[10/25/2019 01:07:29 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:29 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:29 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 233731
[10/25/2019 01:07:29 PM][ VERBOSE ] BackgroundThread: current time = 233731, sleep time = 600
[10/25/2019 01:07:29 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:29 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:29 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 234346
[10/25/2019 01:07:29 PM][ VERBOSE ] BackgroundThread: current time = 234346, sleep time = 600
[10/25/2019 01:07:30 PM][ VERBOSE ] TTLProc: scanning for timed-out clients.
[10/25/2019 01:07:30 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:30 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:30 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 234960
[10/25/2019 01:07:30 PM][ VERBOSE ] BackgroundThread: current time = 234960, sleep time = 600
[10/25/2019 01:07:30 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:30 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:30 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 235576
[10/25/2019 01:07:30 PM][ VERBOSE ] BackgroundThread: current time = 235576, sleep time = 600
[10/25/2019 01:07:31 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:31 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:31 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 236190
[10/25/2019 01:07:31 PM][ VERBOSE ] BackgroundThread: current time = 236190, sleep time = 600
[10/25/2019 01:07:32 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:32 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:32 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 236804
[10/25/2019 01:07:32 PM][ VERBOSE ] BackgroundThread: current time = 236804, sleep time = 600
[10/25/2019 01:07:32 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:32 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:32 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 53ms. last executed time: 237457
[10/25/2019 01:07:32 PM][ VERBOSE ] BackgroundThread: current time = 237457, sleep time = 600
[10/25/2019 01:07:33 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:33 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:33 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 238071
[10/25/2019 01:07:33 PM][ VERBOSE ] BackgroundThread: current time = 238071, sleep time = 600
[10/25/2019 01:07:34 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:07:34 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:07:34 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 238687
